sentiment,review
1, Outstanding: The Conquerors by Michale Beschloss is one of my new faviort books on the market. If you are a history buff like myself i highly recomand this book for you. The book starts a bit slow but soon explodse with the first atempt to kill Adof Hitler.The book starts off with the United States Presendint Roosevelt and soon leads into Trumans Rain. I really could go on for hours about this great read but i dont whant to spoile the whole book for you. i highly recomand this read for a history buff like myself. plez give it a chance you will love it.
0," Please...: Attacks like this are fruitless and contribute nothing to the great national debate. The Right has crucified Michael Moore for quoting out of context. But it's OK for Horowitz and company? That is irrational.It would do us all good to shelve the ""well Limbaugh said, well Franken opined"" ideologies and instead focus on facts, and a collective search for the truth for the benefit of all. Because in the end, I've got a revelation for all Americans: It's not about you and your ideas. It's not about me and my opinions. It's about all of us working together for the good of all humanity.And bitter, sensationalist, Jerry Springer show hack jobs like this do nothing to further that cause."
1," Great Quality: I got this for Christmas and was surprises at how great the quality is (compared to the price), the wooden (bamboo) paddle is very sturdy and well constructed, and the Sushi Mat is well tied together and holds up perfectly. The book included gives basic information for rolling sushi, however, the internet or full book with pictures might help me out better since I am new to this.In the end I am amazed at the quality and strength these items have, and look forward to many years with these items rolling my own sushi!!!"
1," Fab new album is f a b o l o u s: Its not meant to be hard court street slanging rap. Its cool lay back relaxed, and listen to the whole album straight. You can not get tired of this alvum and it is of him stepping out of the shell and appealing to a wider audience."
0," Ouch, this movie is exceptionally ...[bad]: I was fooled by the 3 stars the movie rating had been before i bought it. Dont buy it! It's not worth the money or the time you will spend watching it.Anybody can write a plot like that. ...There is no soundtrack to this thing. There were times i could not take the voice of the main character anymore and had to fast forward...."
0," Buyers beware!!!!: These give false positives...after loosing my son in July at 17 wks and then ttc since sept, it is hard when you get your hopes up when you see a nice line on your wondofo...then later find out after several positives that is neg. I know some people say that I might have had a chemical, but no....it didn't even detect my pregnancy this cycle yet clear blue digital did. The lot # that I have is W00120694-3 exp 06/2014"
0," Mysterious Skin: I was quite appauled at some of the scenes and found the theme quite disturbing, a little too graphic at times."
1," It works well enough for scientific work: I have used this for close to a year now.... It some of the problems I have read in the other reviews like the switch being a pain.... and the lines getting lighter..... But both were curable ...the switch ...cured by taking off the ""decorative knob"" and just using the original slide switch.... sometimes the marketing guys get TOO fancy.... and the changing of intensity was cured by just cleaning the contacts on the battery compartment.... We searched all over for a 90 degree intersect with one line extending both ways and it is virtually impossible to find in the pro area or DIY area.... many 90 intersect with one line meeting another at right angles but not a perpendicular on a line. My last one got damaged when it fell from a scaffold and tried to buy another and no one had any left..... found it again here on Amazon and ordered two...just in caseRon SauroNWAA Labswww.nwaalabs.com"
0," Game Converter Complete Junk!: I recieved the blue one pictured (Dilong pu203). I've had the hardest time with this converter and couldn't get it to work if my life depended on it.I wish I could have given this thing 0 stars!On both of my computers (Windows XP, Vista) w/ working USB ports the controller was not correctly recognized or not recognized at all (as if not there). I've tried to install all kinds of different drivers from the CD, deleting them again, installing otheres. I've also tried to find a solution online and download a driver from the official Dilong website. -No success!I could not even open the read-me file as my MS Word program would shut down!As of today, I never got it to work on either Windows XP or Vista. It's a piece of junk! Please save your time and money and look for something else.Additional Note:Bought a ""Super Dual Box Pro"" now from ebay seller. Converter works perfectly on XP and Vista - just plug and play. Works fine with 2 PS2 controller and emulators."
1," sick and twisted: Imagine a twisted version of clutch, tuned WAY low and pumping out massive chunks of groove, filled in with growls of hangmen, pirates, and human heads by a crazy looking dude called Ironlung. Brilliant."
0," Disaster: The seller never call me back, and the device never workI need my money come back. 786 262 9966"
1, Great Book!!!!!!!!!!!: THIS BOOK STARTED OFF A SMASH! I DIDN'T WANT TO PUT THE BOOK DOWN BECAUSE A LOT OF SUSPENSE KEPT ME GUESSING. I THINK THAT EVERY FEMALE SHOULD READ THIS BOOK BECAUSE IT MAY HIT HOME.I GAVE THIS BOOK FOUR STARS BECAUSE AT THE END THE AUTHOR DRAGGED THE CONCLUSION. THE AUTHOR NEVER SAY WHAT HA[[ENED TO OTHER CHARACTERS.THANKS KEYANNA
1," Great Web Cam: Great video and easy to use, at least for me. I have only used it with XP so don't know how it would be with Vista. This is the first web cam I have used. Sound is OK. I would recommend it for the price."
0, Time will tell: Time will tell if this product is worth the price paid. The plastic connectors that support the frame seem cheap and poorly made. One arrived broken in half. The upper frame was bent. Both had to be replaced and that took 3 weeks. I'm concerned about the supports coming apart with use. We'll see.
0," OK for miscellaneous knives, not for the GOOD stuff!: I also have to echo the comments of other reviewers when saying if you have inexpensive, common cutlery this sharpener will work OK. If you have Chef's Quality cutlery don't bring it near this machine. It leaves a rough edge no matter which stone you use and simply isn't meant for good quality knives. If you paid a couple of hundred dollars or more for your set of kitchen knives, get them professionally sharpened. If you have run-of-the-mill cutlery this machine will do OK."
1," Serves its purpose: The potty seat is very compact and easy to fold. It is a bit unsturdy, however, and therefore one might accidentally might come in contact with the toilet seat. Previously, I had posted a review for this potty seat that asked how this product was supposed to stay clean, considering that it touched public toilet seats. Someone replied to my posting and suggested that a paper toilet seat cover or toilet paper can be put under the potty seat to keep the potty seat cleaner. The potty seat can then be carried in a plastic bag and thoroughly cleaned at home. This is a wonderful solution to the problem."
1, A Must Have!: This CD is perfect for any Staind fan as well as anyone that just likes great music. A decade of favorites and some excellent acoustic tracks from the Hiro Ballroom are included in this collection making this disc an enjoyable experience from beginning to end. I say it is a must have and I encourage anyone to pick it up.
0," product was - fair (came off fast); customer service - TERRIBLE: Bought this product and it immediately started to peel from my baby's new crib. I responded right away and customer service told me they'd get me a replacement tape to try to re-adhere product because my baby had been waking with paint all over his mouth and face (since the strip had come up). THREE MONTHS and many, many e-mails later NOTHING has been done. The product they said they'd mail as a replacement never ever came. Terrible, TERRIBLE customer service. And my baby has eaten off most of the paint on his crib rail."
0," As impressive as cheese!: D@mn, put a little makeup on him and keep him outta the fat suit and Martin Lawrence makes a fine looking woman! Unfortunatley not amount of LSD can make me think he has anything to say, 'bout as manufactured and souless as it gets. Go back to making those fabulous movies Martin and forget about the teenpop. We can't all be divas."
1," The Mighty Mighty Dells: I love this CD. I have the original ""Oh What A Nite"" on the Vee-Jay label. I still play this album alot. My favorite song is ""Why Do You Have To Go"". The Dells back then showed the world how talented they were back then THey wrote mostly all of the songs on thier debut album. Of course the classic ""Oh What A Night"" stand on its own. This is for doo-wop lovers only. Vee-Jay records had the best in thier fold."
1, MIRACLE BLADE: The absolute best set of knives I have ever purchased. It is everything that you see on all of the advertisements. If you need a good set of knives at a very reasonable price got for this.
1," !!! EYE FO AN EYE, TOOF FO A TOOF !!!: SPM TEARS IT UP ONCE AGAIN ON THIS ALBUM. FOR THE MOST PART, EVERY SONG THE SPM CREATES, IS YET ANOTHER GATEWAY INTO THE FIERY HELL HE CALL HIS HOOD. BEST TRACK ON THE ALBUM IN MY OPINION IS RIDDLA ON THA ROOF, BUT EVERY TRACK HOLDS ITS OWN ON DIS ONE TO FOR ONE MEAN, HOT OFF THE STREETS ALBUM THAT'LL GRAB YOU FROM THE MINUTE YOU PUT IT INTO YOUR STEREO. IF YOU HAVENT HEARD THE MEXICAN, THIS IS A GOOD ALBUM TO START WITH."
0," while the item seems high quality, it fails early.: This cable had all of the high end features one would want, braided cable, gold plated contacts, and so forth. And, well, the thing failed within a couple months. Now I replaced it with the cheapest piece of junk that Amazon carries and that lasted way longer, and it provided a better quality (or as good) picture.I would not spend my money on these overpriced, underperforming cables. Sorry.The items are only warrantied if they are purchased from a licensed dealer. Unless you are sure that this reseller is such a dealer, I wouldn't risk it. And I would save my receipt."
0," Not worth the buy: This product is not worth the buy. I agree w/ the above seller: installiation is a nightmare. Disk changer doesn't work w/ exsisting equiptment. made a purchase of this from ship2you, they eagerly took the $$$ from my account, but where in no big hurry to credit my account 2 1/2 months after i sent the product back. Im still waiting for a refund. The product is big & bulky & doesn't fit if you have limited space to put it in. Not worth all the $$ to ship it back, the headaches, and an installation nightmare, unless your an installation expert..."
1, Great tunes: Great voice singing great timeless songs. I highly recommend this CD is you like this genre. Allegheny Moon is an all time favorite.
1," needs revamping: The product works fine, at least the hot dog part. Personally I haven't used the bun warmer. Why don't they revamp this product so you can make 6-10 hot dogs and leave out the bun warmer? I love the convenience of popping the hot dogs down and having them ready in minutes, but making only 2 at a time seems less than ideal. My other complaint is it seems it wouldn't be that big of a deal to make the opening a little bigger so larger hot dogs would not get stuck. Only the smallest hotdogs fit, and those are harder to find nowdays when everything is jumbo size. Someone should reinvent this thing. I'd gladly spend more for a bigger one, especially given the price of other hot dog makers."
0," Digital 101: If you're looking for an affordable way to test out a digital camera, this is a good place to start. This very portable camera (about the size of a credit card) does perform the basic tasks. The software program is fairly simple, and if you are computer literate, you will have little trouble navigating it. Outdoor shots are better suited to this product, although with good indoor light a quality photo can be achieved. Enough pixels to e-mail a decent photo. Overall, a good starter camera for the money."
0," Needs much better instructions: I would suggest that only those that are really good with tools and gadgets order this product. The instructions are extremely limited with all these little ""figure this and figure that"" pictures. It was just annoying, and I could never get the blade in its place to even see how this product worked. The only reason I won't just flat out suggest that it's a bad purchase is because perhaps others are more mechanically inclined than I."
0," Don't waste your money: This book was plain horrible, it didn't help me at all.Go for the similarly topic-ed book by Delphine Hirsh...MUCH BETTER!"
0," Garbage: An absolute piece of trash. In real life, the actual Belka and Strelka were left out in space to suffocate when their oxygen fan out. Much like Disney's Pocahontas, Anastasia and others, this is just another piece of historical filtration for the sake of brainless entertainment.Graphics are third rate at best. Script is ludicrous. It gets worse from here!"
1," Fun Easter Book: This book is based on the song ""She'll Be Coming Around the Mountain"" and kids love it. If you get the audio CD with the music, they even have more fun."
0, Base station fails as it says here!!!: The phone was OK while it worked. I have two extra handsets that are useless exactly a week after my one year warranty is over because the base station is dead. I should've read reviews here before my purchase. I am trying to salvage my other handsets by buying another base on ebay...hopefully for less than $30.
0," Don't waste your Money: There is not much I can say about this feature, I asumed it would be about the Thunderbolt. I don't know where I got that idea. It was actually about a P47 group based in Italy. Other than a few interesting gun camera shots I found it boring propaganda for the folks at home. Possibly it was exciting in the 1940's but not today."
0," smells bad: I purchased this after seeing many positive reviews...unfortunately, the negative reviews regarding smell were right on. It smelled like permanent solution and did nothing for my hair."
1, another superb outing.: this is another superb ouiting by Higgins. Great fun all around. What an ending! very exciting!
1," Best book I have ever read.: my all time favorite! a great, gripping read with a nail-bitting climax! a must read for any Clancy fan (or any literate person for that matter! ) Books don't come better than this!"
1," HOLIDAY MUST HAVE: Let me just get in line with everyone else who loves this DVD. I am so happy I bought it. I plan to have it on as background during a holiday dinner and I just know that everyone will love it. Bright, beautiful scenes with ""jazzy"" music just puts you in a ""glowing"" mood. The price is so fair that everyone should grab a copy. I bought the first edition and then immediately saw that there was this one. Go with Christmas Lights 2 as the first one pales in comparison to this one.I can't imagine what edition #3 would look like but I'd probably buy that one too. Also love the music..jazz or country you can take your pick it just is perfect. Happy Holidays!"
0, Not a mystery at all...: I had guessed who the murderer was after about the first couple chapters but kept reading thinking there had to be a twist - which never came.
1," A rewarding love story: Nicolas Sparks never fails to deliver to his readers. This small town born client fell in love with the home town theme of characters, atmosphere and vivid imagery portrayed in every nook of this book. Although easily predictable, I was still carried through with ease and warmth as I turned each page of the story. I love the truth to the ending, good things can come out of bad situations. A ""lifes' lesson"" we all need to think about. Tomorrow always turns a page in our own lifes' story. Nicholas Sparks is always an inspirational read. Enjoy!"
1," 100% Gangster out of Motown!!!! Comes with a DVD too!: TRACK LISTING:1. Wrong As Hale2. I'm From Detroit (feat. Lodown & Reddbone)3. Something Bout The Yak4. Foolin In Tha Club Pt. 1 (feat. foolish) [skit]5. I Know You Home6. Scream (feat. Swifty McVay & King Gordy)7. Got What I Want (feat. Zelah)8. Know My Name (feat. Guilty Simpson)9. What If (the movie)10. Let Me In (feat. Raw Collection)11. Seen It All12. So Tired (feat. Million)13. Small Time Hustler14. Foolin' In Tha Club Pt. 2 (feat foolish) [skit]15. What You Sippin' On (feat. Lodown & Reddbone)16. New Year's Resolution17. Detroit Pt. 2 ""All City"" (feat. Big Herk, Executive Board, Mz. Korona & Marv Won)18. Save Yourself"
1, Message Parallel Bible: This Bible is one of the best I have used. I like being able to see both translations side by side. Sometimes I like the NIV translation especially in Psalms but the Message speaks in terms I recognize and relate to. It speaks clearly and there is no misunderstanding the message.
0," Many Duplicates: This CD is pretty good Sleepy LaBeef music, but I already had Flying Saucers Rock 'n Roll and all but a handful of tracks are duplicates. If you already have LaBeef's Flying Saucers R&R, not worth getting this one."
1," Entertaining and Inspiring: This is the story of Paul Watson and the Sea Shepherds, who fight to save endangered sea life around the world. Corrupt Japanese whalers who ignore the law and hunt whales in protected seas are the focus of the Sea Shepherds in this series. Very inspiring to see these volunteers put their lives on hold travel to the antartic whale sanctuary to protect the whales from the criminal Japanese whalers who ignore the law and kill endangered whales. Highly recommended!"
0, Fooled Again: I bought this magazine with high hopes and was disapointed. Thinking I may have just got a bad issue I bought another one next month. I was disapointed again. Pretty pictures but no real content. The magazine is just cashing in on the Simplicity movement and really has nothing to do with it. IT is just another glorified Fashion/Design magazine. On top of this it stated that Breastfeeding was a waste of time. Any magazine that states my children are a waste of time is not going to be part of my household reading. I strongly suggest this magazine be by-passed.
1, CSVAT CV31: Great Device. Would like to have known that it has RCA inputs and not BNC. Which means that if you have a DVR thats accepts BNC type connections you will have to purchase a gender changer for conversion. This can be pricey if you purchase the gender changers from RADIO Shack for multiple cameras. I ended up purchasing mine on line. Picture Quality is Great and night vision is not to bad either. if not going wireless I would recommend it in fact I am planning on purchasing another One.
0," Too much wrong: The JWIN JTP570WHT I received is almost totally faulty. The speaker-phone volume can't be raised enough, and the 'Store' and 'Auto' functions don't work!"
1," Great Vacuum: I ordered one of these for my Mom. It did such a good job that I ordered one for myself. It's light, easy to handle and has great suction power even with floor tools. I only found 2 slight drawbacks: the bag is small and therefore needs to be changed more frequently; and the hose for the onboard tools is short. However, I ordered the extended hose which works just fine. The performance greatly outweighs the minor inconveniences."
1," Compact design makes it easy to keep handy: I work in a group home where I'm required to cook regularly. The knives aren't maintained well, and I happily bring my own sharpener to improve the edge before I get to my slicing and dicing. Of course I use it at home as well, who wouldn't? I like the fact that I can slip it into my work bag, and will forget it is there until I need it! There may be better sharpeners out there, but if you need something small to keep with you (or maybe to put with camping gear?) I would recommend this little item."
1," I Rate it High...But!: I bought this in December 2007. Works real well....BUTthey went bankrupt, chapter 11 July 2008! So if you buy one you have no warranty as warranties are a liability and they are removed with bankruptcy! I bought an extended warranty like a jerk and I am out that dough. All I can do is watch and enjoy what I have and if it fails, who knows what to do. Parts may not be available, but thay have been bought out by a company calling themselves; ""Olevia International Group.""I do not know IF they will honor warranties from the original defunct company. Amazon should post the fact that ""Olevia"" is chapter 11.Unsettled times!"
0, Rubbish battery again: Battery lasts 5 hours if played immediately after charging. Loses 50% charge after 5 hours switched off. Loses 100% charge left switched off for 24 hours.During tests the equaliser was off - backlight set 10 secs - was on HOLD. One long playlist selection time less then 30 secs. Battery fully recharged before each test.Amazon are brilliant and have sent a replacement immediately.It is annoying that Mr. Jobs cannot learn after his serial quality problems causing inconvenience all over the place.
0," Yawn.: This book proves the case that some reads are far better abridged, than unabridged. Repetitious, boring, tedious, rambling and, did I mention, repetitious and rambling? In the end, too many unanswered questions to situations mentioned over and over in the book, but never explained. Also, time travel can be a tricky thing, but at the very end of the book, the use of a ""locator"" has to be the icing on the cake. They didn't have satellites back in 1348 to my knowledge. Two stars would be too generous."
0," Deceptive Sales Tactic - No Widescreen Versions: The movies are great, but these reviews are also about the product itself and this Double Feature product sucks because it says it contains the Widescreen versions of the films, but it does not - it only has the full screen versions. If you're a big DVD buff, this will not be good enough for you as it was not for me!"
1," Excellent Game for You: This is an excellent game for any fams of Spiderman, X-men, or Marvel comics. Awesome replay ability."
1," works great for me.: I bought this for my grandson because he sleeps on the outher side of the house, about 100ft away,and we get very clear reception. No static or other sounds at all.Very happy with this purchase."
0," no motivation from this garbage: This woman's main problem isn't weight. She needs some serious therapy. I would rather weigh 300 pounds than have her attitude. Her self-loathing, and horrible remarks about how fat people eat, and tubs of lard are disgusting. She claims to be so religious, but I want no part of the kind of religion where it is okay to call yourself a ""tub of lard"" and malign others if they decide to practice fat acceptance. It might not be okay for her, but how dare she claim it isn't okay for others. How dare she put all fat people in the category of sinful tubs of lard who have disgusting rolls of fat. It was one of the saddest books I've ever read. I only have about 15 pounds to lose, but nothing about this woman inspires me. I just feel intense anger at her judgmental attitude."
1," Wow, what a GREAT film!: This is definitely one of the best movies I've seen. It's a semi-documentary shot on location. That river the actors across to capture the skinner family is actually located in Kekexili, according to the National Geographic website on the film. The story is simple yet powerful. The ending is just incredible. A must-see.It's reported that only three of the actors in the film are pros: the reporter, the ringleader of the patrol, and the guy in the quicksand scene. The girl is really pretty; too bad she doesn't get much screen time.You owe it to yourself to see this memorable film."
0," Think twice before ordering: The reviews cautioning the newly diagnosed against this book -- and those pointing out it represents the approach of a very particular group of women with a very particular approach to MS -- have floated to the end of the list here. I think it's worth pointing out again that if you aren't into refering to your disease as a ""MonSter"", and are trying to expand your horizons beyond your disease, this isn't the book to get.For those new to MS, this book may be scary: is this the only future open to me? The inspid cuteness may be as terrifying as the disbility!One thing that really bothers me is the suggestion here that people who want to understand women with MS should read this book. This is not the only face of MS. I'm glad the ""froup"" has helped these women. MS is a rough go, and it's good not to go it alone. But you know, faced with the choice between going solo and ""froupping"", I'd pick solo everytime!"
0," Horrible Drill: This is the worst drill I have ever owned, been Framing / Contracting for a very long time, 10+ years, and this is the worst drill ive ever seen.Works fine in SDS mode, but when you change the chuck to drill ""normal"" wood and holes, this drill just has no power. The changeable chuck slips constantly and cannot use medium to large bits, the drill stalls out and you hear the slipping sound. Been into local dewalt repair shop twice, and they cant do a thing with it.DO NOT BUY"
0, THIS MOVIE SUCKS: I rented this movie over the weekend And it has to be the worst movie of the year. this movie takes forever to get moving and when the snakes finely show up. you can tell the sanks are so fake they are eather ruber snakers or made by a computer. and the acting sucks I thing it's the worst film Samuel L. Jackson has ever done.
0, Very Difficult: Got this off of a recommendation and had trouble with it from the beginning. Had to reset it at least once a day and I couldn't print wirelessly. Bad customer service as well. Sent it back. Very disappointed.
0," the worst software ever: I recently purchased a new computer. The dictionary/thesaurus software I had been using for several years did not work very well with the new computerand windows 7. I had been looking for something new and updated; I thought the Merriam-Webster's Collegiate Dictionary and Thesaurus would be a good choice and Amazon as usual offered a good price. I was wrong on my choice of software. I spent over four hours trying to get it loaded and getting it to work. I have twenty-five years with computers, both at work and at home; I have never experienced this much trouble with any other software in the past fifth-teen years. After four hours of total frustration I gave up, called Amazon and complained. The Amazon representative was quick to arrange for a return of the product and a credit for my purchase. Merriam-Webster gets a one star, only because that is the lowest offered; Amazon.com gets five stars for not adding further to the problem. Thank you Amazon.com."
0," very disappointing performance: sounded like these blades were exceptional, so I ordered a package. My experience is that they simply don't cut. Thought maybe the first one was a factory defect, but worked through all of them and found that NONE of the blades in this pack cut. Tried them in my battery-powered recip, and in the 110 volt recip -- they don't cut. The cheap blades that I got at Big Lots cut a LOT faster and more cleanly. So much for getting what you pay for."
1," The Rat Zapper Works. Really well.: We have now had our rat zapper for a year and it is still working perfectly. We LOVE the rat zapper. Right now its count is at 14 rats zapped. It is easy to use, very efffective, and very easy to dispose of the rats. It was expensive, but for me it was totally worth not messing with glue traps or snap traps ever again."
0," mr. uncle tom...: rev.peterson is nothing more than a glorified house negro.it,s sickening and embarassing to read the trash that thisself-hating blackman has written about his own race.granted the fact that there are black leaders that do exploittheir people,so does other leaders of the various races.rev. peterson is a blackman who,s racist towards his ownblack people.his white southern conservative points of view are definitelyku klux klanistic.black men like peterson do more damage to the black racethan any white hate group."
0," Bad software: Provided sofware doesn't work with Windows 98 / XP. Unable to get the adapter to work with Win 98.Using XP its reliability is very low: random software errors. I've got it to work using XP own wireless control software, not the Belkin one provided."
0, didn't last: I bought one of these in June. By October's end it stopped working. It was never dropped and was only used about 10 times. Warranty is only good for 90 days. I expected more from Memorex. Guess I need to buy extended warranties on everything.
0," Tis--Trash: What a major disappointment. I could not believe this was the work of the same author of Angela's Ashes. I could find no portion of this book where one would not have to wade through the gutters of New York, all due to the filthy language that is so very distracting. How sad that such a brillian man and author would have to stoop to such rot to sell a book. Not only have I lost all respect for him as a writer, but as a gentleman as well. I will be returning it as quickly as I am well enough to go to the post office."
0," Boring: I had heard alot about this release, and within the first minute of listening, really began to wonder what all the fuss was about. Boring, boring, boring....that's what I think of this CD. Yundi Li's smooth passagework was admirable, but he restricts himself to a small dynamic range better suited to Bach. In addition, he seems to play everything in straight time. No rubato, none! If you're looking for a good recording of the Third Sonata, try Kissin or Demidenko; both play it with far more passion and panache. For the Nocturnes - Moravec or Pires, and for the Etudes - Lortie or Wild."
0, Ouch: I didn't like this movie at all for lots of reasons :1. The plot = totally confusing or rather senseless2. The screenwriting = totally unprofessional3. The acting = Excellent when you think how crap the whole thing was.4. The Everything about it.No offense people as I am Stephen King's huge fan.
1, Great Movie!: Great classic; wanted to purchase so we can add it to our collection of classic movies; also wanted our grandchildren to enjoy a great movie and they loved it
0," Nice watch, lousy band: I agree with many regarding the comfort and features of the watch, but the band is terrible. I didn't mind at first when the first one just got faded to a muddy shade of clay, but when the band lost grip of the watch I thought it was a singular problem. The second watch I bought to replace it separated band from watch before I even had time to complain about the color fading. Timex really needs to fix this problem!"
1," A unique voice: Melanie had a voice that can best described as distinctive. I call her the female Joe Cocker. If you like him, you'll love her. Her covers of such classics as ""Ruby Tuesday"" have to be heard to be appreciated. Her original hits like ""Beautiful People, "" ""Brand New Key,"" and ""Candles in the Rain"" are classics."
1," Condenzio has a written a real page turner: John Condenzio has written a page turner based on an actual ghostly happening. A writer comes to town wishing to be inspired by a gothic setting and meets several unusual characters. Condenzio had crafted strong, well written personalities, each having met the spectral visitor. Inspired scenes throughout make this a strong addition to anyone interested in the horror, retro-gothic, of ghost genres. The uniqueness is the telling opf the full story in a tripartite series of 'novellas-within-a-book'. If you liked M.R. James or even Stephen King's early ghostly tales, this one is a gotcha."
1," A well-written story of well-known events to us Salemites: This book is a nail-biter much in the same way that ""The Perfect Storm"" was to all of us who lived through the Blizzard of '78 and then the No-Name Storm of October 1991. Actually, it is so well-written it would be a nail-biter to anyone I would think. What I like the most is that the author makes people that I only knew about through the news stories at the time come to life. They are real, brave and you want it to have a happy ending, even though life doesn't work that way sometimes. Highly recommended."
0," Where's the beef in the preview?: The preview provides access to lots of the ""nice stories"". The value lies in understanding the range of meanings associating with each of these scenarios or stories. There does not appear to be one preview of these discussions. Each scenario also associates with a set of rather banal questions that do little to stimulate an inquiring flexibility of mind to the complex topics raised. Few things are the dichotomies inferred here.A book to purchase? I don't know and likely will look elsewhere for offerings with more visible substance."
1," Children's Book for Adults: I bought this book for my toddler, but the art work was so extraordinary and the prose so poetic, that I showed this book to my mom, who's an author and an artist. She ended up permanently ""borrowing"" this book, that I gladly ordered another copy. The sophistication of this book is such that it takes a person with mature artistic sensibilities to appreciate it in full. Buy two copies, one for your kids to chew on (literally and figuratively) and another for you to cherish."
1," Not Bad, Why Complain?: I don't have a clue why everyone seems to down on this band. They're not bad, sound entertaining, and for a punk band, YES, can play their instruments and can sing, so what's wrong?Nothing!Enjoy, if you like face to face, descendents, etc, you WILL like this band.Peace From the Mid-East,Jickie"
0," just plain awful: Set this up on a desktop running Windows 2000 and a laptop running Windows XP. The setup utility that came with the linksys was just awful, it was difficult to setup, the configuration did not work with XP, and new drivers were needed that still don't work properly.By comparison, an install with dlink went seemlessly and has performed without fault from the start. In my opinion, I'd go with the d-link everytime..."
1," Simple installation and use: I purchased three of these to bring a rental home up to county code in which it would have been nearly impossible to run a single wire for the standard interconnected alarms. The alarms are as simple to install as standard A/C smoke alarms, and the wireless interconnectivity avoids unnecessary running of new wire.The one caveat is the instructions included with the unit are not well-written, and you might think you have to wire these the same as hardwired interconnected. That is only true if you are connecting wireless interconnected alarms to an existing hardwired interconnected system: one of the wireless has to be hardwired to the existing system.And, of course, make sure your installation meets all the electrical code requirements of your municipality!"
0," Mmmmm, I don't think so!: As a student of GSA (Glasgow school of Art), I am perhaps in the best position to comment on such a subject. It seems to me that if Mr. Mackintosh ever visited the school , he did so with his eyes closed. He has completly missed the point of the building. Radically undestating its importance and beauty. Most of all I feel that it is truly hurtful the way in which he described the ""menial nature"" of the staff which enhabit this fine establishment. Although the text itself is completly removed from the reality the pictures are sweet."
0, HO HUM: I THOUGHT THIS WOULD BE A WHOLE LOT BETTER.THE MAN THING THAT BUGGED ME IS STURAT IS SUPPOSED TO BE A CHILD MOUSE SO WHY USE A ADULTS VOCIE. THERE WAS ONE PART A LIKED THOUGH ANDD THAT WAS THE PART WHEN THE ONE CAT SMILED AND SAID PLEASE. ALSO WHY DOES EVERY THINK JOTHAN LIPNICK IS SO CUTE. HE NOT THAT GREAT.
0," Those With Good Ears Need Not Apply: I chose this unit mainly because I had read that it was quiet. If you're looking for a bedroom application, forget it. This thing gurgles continuously, and is actually quit obnoxious while you're laying in bed trying to get to sleep. I finally got up and shut it off. This ""con"" (along with it being kind of pricey) makes any ""pros"" irrelevent as far as I'm concerned, so I have nothing good to say about the item."
1," Music: Love the music of this band, they should of done more music like this, Turning Japanese is a cool song."
0," Stooge-style slapstick is way below par for the series: This late Blondie entry (1949) has Dagwood as a clumsy laborer on a construction site. The director of this film usually wrote and directed Three Stooges comedies, and it shows. The obvious slapstick doesn't fit the ""Blondie"" situation-comedy format at all. Arthur Lake as Dagwood does his best with the material, and there are a few laughs, but fans of the series will probably be disappointed. Try another episode first."
1," Honey Oak is more of a cherry...but overall fantastic: I love the fact that you literally unfold the bookcase right out of the box... no assembly required. Fantastic. It is good wood, put together well, and the finish is smooth and even throughout. The only thing is that the color Honey Oak looks more like a cherry than the oak in the picture... but that is okay for my needs."
0," HOR402264B - Poly Lined Black Swirl Design Carafe: I'm very disappointed with this product. One of the main reasons I purchased it was for its volume. Most of the other thermal carafes were too small for my needs. However, this carafe keeps coffee hot for only a short time. I will not purchase any more of this company's product."
1," A DAY LATE AND A DOLLAR SHORT: This book is wonderful. I think it is the best one Ms McMillian has written yet. The characters are so real and I can see many families going through the same thing. I love the book, one miunte I was laughing out loud, the next I was crying my eyes out. Although the story holds your interest with the interaction of characters the ending blows you away. I have already pasted this book on to several friends and we all believe this is just another movie waiting to come to life. My hat is off to you Ms McMillian."
1, If there is one book to have about CSS this is the one: Even for advanced user this book can provide a wealth of information. From building table-less web page to the workarounds for various browsers. This book has it all.
0," Highly unsatisfied: I had left a gift message along with it. The most important thing of all, and that's one that wasn't included despite me checking the gift option and leaving a message. Highly disappointed."
1," Very happy with product: I got this fountain for my birthday this year and i love it. It was very easy to assemble and has a nice sound to it when it is running. I like the soft candle like glow and the stones are nice as well. If you look too closley it does look a little cheap, but i cannot find a flaw with how it works. Overall i highly recommend it"
0," Sketchy navel gazing: Nostalgia run rampant, without connective tissue or narrative propulsion, this is perhaps something that the author's kin might find worth perusing at some later date, but hardly more than that. I'd recommend something by one of the Wolff brothers if you want to see how it's truly done."
0," A Single Man: I bought this without reading the reviews, just on the fact that Colin Firth is the star. That was a mistake. It was boring. Don't waste your money!"
0," A Boring off-topic book.: First of all, the book Is about a boy named jim and a girl named Antonia. Short and simple, its off topic, barelly mentions antonia, and describes the same details over and over and over makeing it long and repetitive. If you like romance novels, you might like it, but just to let you know, the only reason i even picked up the book was for a school class."
1," A top pick: DANCE OFF THE INCHES: CARDIO HIP HOP comes from Jennifer Galardi, who offers fresh new dance steps for both fans of her original DVD and those new to the series. Three dance routines provide fine total body workouts based on the hip hop dance routines she's developed. A top pick."
